"","ISO","year","totdeath","armconf1","matmor","infmor","neomor","under5mor","earthquake","drought"
"1279","GHA",2018,NA,NA,NA,35,24.1,48.1,NA,NA
"1280","GHA",2019,NA,NA,NA,34,23.5,46.4,NA,NA
"1281","GIN",2000,1,1,1020,99.9,45.5,164.2,NA,NA
"1282","GIN",2001,1,1,1070,96.2,43.4,157.4,NA,NA
"1283","GIN",2002,1,1,1090,92.7,41.9,150.9,NA,NA
"1284","GIN",2003,NA,NA,1080,89.5,40.7,144.9,NA,NA
"1285","GIN",2004,NA,NA,1020,86.5,39.6,139.5,NA,NA
"1286","GIN",2005,NA,NA,920,83.9,38.5,134.7,NA,NA
"1287","GIN",2006,1,1,831,81.5,37.4,130.4,NA,NA
"1288","GIN",2007,1,1,772,79.4,36.5,126.6,NA,NA
"1289","GIN",2008,1,1,754,77.6,35.8,123.3,NA,NA
"1290","GIN",2009,NA,NA,750,75.9,35.3,120.3,NA,NA
"1291","GIN",2010,1,1,747,74.4,34.7,117.7,NA,NA
"1292","GIN",2011,1,1,748,73.1,34.2,115.3,NA,NA
"1293","GIN",2012,1,1,744,71.8,33.6,113,NA,NA
"1294","GIN",2013,1,1,731,70.5,33,110.7,NA,NA
"1295","GIN",2014,1,1,767,69.5,32.4,109.2,NA,NA
"1296","GIN",2015,NA,NA,699,68.4,31.9,107.3,NA,NA
"1297","GIN",2016,1,1,621,67.1,31.4,104.6,NA,NA
"1298","GIN",2017,NA,NA,576,66,31.1,102.6,NA,NA
"1299","GIN",2018,NA,NA,NA,64.7,30.7,100.4,NA,NA
"1300","GIN",2019,NA,NA,NA,63.4,30.3,98,NA,NA
"1301","GMB",2000,NA,NA,932,61.6,40.6,113.4,NA,NA
"1302","GMB",2001,NA,NA,905,59.8,39.8,108.7,NA,NA
"1303","GMB",2002,NA,NA,876,58.1,39.1,104.2,0,1
"1304","GMB",2003,NA,NA,843,56.4,38.4,99.8,NA,NA
"1305","GMB",2004,NA,NA,802,54.7,37.7,95.6,NA,NA
"1306","GMB",2005,1,1,756,53.1,37,91.5,NA,NA
"1307","GMB",2006,1,1,716,51.5,36.3,87.6,NA,NA
"1308","GMB",2007,NA,NA,690,50,35.5,83.8,NA,NA
"1309","GMB",2008,NA,NA,675,48.6,34.7,80.3,NA,NA
"1310","GMB",2009,NA,NA,668,47.1,33.9,76.8,NA,NA
"1311","GMB",2010,NA,NA,661,45.8,33.1,73.6,NA,NA
"1312","GMB",2011,NA,NA,656,44.5,32.4,70.6,NA,NA
"1313","GMB",2012,NA,NA,650,43.2,31.7,67.7,0,1
"1314","GMB",2013,1,1,644,42,30.9,65,NA,NA
"1315","GMB",2014,NA,NA,637,40.9,30.1,62.4,NA,NA
"1316","GMB",2015,NA,NA,625,39.7,29.4,59.8,0,1
"1317","GMB",2016,NA,NA,611,38.6,28.5,57.4,NA,NA
"1318","GMB",2017,NA,NA,597,37.5,27.8,55.1,NA,NA
"1319","GMB",2018,NA,NA,NA,36.5,27.1,53.1,NA,NA
"1320","GMB",2019,NA,NA,NA,35.6,26.4,51.2,NA,NA
"1321","GNB",2000,1,1,1210,105,55.3,173.8,NA,NA
"1322","GNB",2001,0,0,1180,102.1,54.2,168.4,NA,NA
"1323","GNB",2002,NA,NA,1150,99.1,53.3,162.8,0,1
"1324","GNB",2003,NA,NA,1110,95.9,52.5,156.8,NA,NA
"1325","GNB",2004,NA,NA,1050,92.6,51.7,150.7,NA,NA
"1326","GNB",2005,NA,NA,979,89.2,50.9,144.5,NA,NA
"1327","GNB",2006,NA,NA,912,85.9,49.8,138.3,0,1
"1328","GNB",2007,NA,NA,860,82.5,48.7,132.2,NA,NA
"1329","GNB",2008,NA,NA,827,79.1,47.5,126.1,NA,NA
"1330","GNB",2009,NA,NA,800,75.9,46.2,120.2,NA,NA
"1331","GNB",2010,NA,NA,779,72.6,44.8,114.5,NA,NA
"1332","GNB",2011,NA,NA,762,69.6,43.6,109.1,NA,NA
"1333","GNB",2012,NA,NA,744,66.8,42.3,104.2,NA,NA
"1334","GNB",2013,NA,NA,726,64.3,41.2,99.7,NA,NA
"1335","GNB",2014,NA,NA,711,62.1,40.2,95.7,NA,NA
"1336","GNB",2015,NA,NA,694,60,39.2,92.1,NA,NA
"1337","GNB",2016,NA,NA,679,58.1,38.4,88.7,NA,NA
"1338","GNB",2017,NA,NA,667,56.3,37.5,85.5,NA,NA
"1339","GNB",2018,NA,NA,NA,54.6,36.7,82.5,NA,NA
"1340","GNB",2019,NA,NA,NA,53,35.9,79.6,NA,NA
"1341","GNQ",2000,NA,NA,454,107.1,44.3,155.7,NA,NA
"1342","GNQ",2001,NA,NA,421,104.4,43.7,151.4,NA,NA
"1343","GNQ",2002,NA,NA,392,101.7,42.9,147.1,NA,NA
"1344","GNQ",2003,NA,NA,370,99,42.1,142.8,NA,NA
"1345","GNQ",2004,NA,NA,357,96.1,41.2,138.2,NA,NA
"1346","GNQ",2005,NA,NA,344,93.2,40.2,133.5,NA,NA
"1347","GNQ",2006,NA,NA,331,90.3,39.1,129,NA,NA
"1348","GNQ",2007,NA,NA,322,87.4,37.9,124.4,NA,NA
"1349","GNQ",2008,NA,NA,314,84.5,36.9,119.7,NA,NA
"1350","GNQ",2009,NA,NA,310,81.7,35.9,115.3,NA,NA
"1351","GNQ",2010,NA,NA,308,79.1,35.1,111.2,NA,NA
"1352","GNQ",2011,NA,NA,308,76.7,34.3,107.4,NA,NA
"1353","GNQ",2012,NA,NA,305,74.3,33.7,103.6,NA,NA
"1354","GNQ",2013,NA,NA,300,72.1,33,100.2,NA,NA
"1355","GNQ",2014,NA,NA,295,69.9,32.5,96.8,NA,NA
"1356","GNQ",2015,NA,NA,296,67.6,31.8,93.2,NA,NA
"1357","GNQ",2016,NA,NA,301,65.6,31.2,90,NA,NA
"1358","GNQ",2017,NA,NA,301,63.6,30.5,86.9,NA,NA
"1359","GNQ",2018,NA,NA,NA,61.7,29.9,83.9,NA,NA
"1360","GNQ",2019,NA,NA,NA,60,29.2,81.2,NA,NA
"1361","GRC",2000,NA,NA,3,5.6,3.9,6.4,1,0
"1362","GRC",2001,NA,NA,3,5.2,3.6,6,1,0
"1363","GRC",2002,NA,NA,3,4.9,3.3,5.6,1,0
"1364","GRC",2003,NA,NA,3,4.6,3,5.2,1,0
"1365","GRC",2004,NA,NA,3,4.3,2.7,4.9,NA,NA
"1366","GRC",2005,NA,NA,3,4,2.5,4.6,NA,NA
"1367","GRC",2006,NA,NA,3,3.8,2.4,4.3,NA,NA
"1368","GRC",2007,NA,NA,3,3.6,2.2,4.1,NA,NA
"1369","GRC",2008,NA,NA,3,3.5,2.1,4,1,0
"1370","GRC",2009,NA,NA,3,3.4,2.1,3.9,NA,NA
"1371","GRC",2010,NA,NA,3,3.4,2.1,3.9,NA,NA
"1372","GRC",2011,NA,NA,3,3.5,2.2,4,NA,NA
"1373","GRC",2012,NA,NA,3,3.5,2.3,4,NA,NA
"1374","GRC",2013,NA,NA,3,3.6,2.4,4.1,NA,NA
"1375","GRC",2014,NA,NA,3,3.7,2.6,4.3,1,0
"1376","GRC",2015,NA,NA,3,3.8,2.6,4.4,NA,NA
"1377","GRC",2016,NA,NA,3,3.9,2.6,4.4,NA,NA
"1378","GRC",2017,NA,NA,3,3.8,2.6,4.3,1,0
"1379","GRC",2018,NA,NA,NA,3.7,2.5,4.2,NA,NA
"1380","GRC",2019,NA,NA,NA,3.7,2.5,4.2,NA,NA
"1381","GRD",2000,NA,NA,38,12.9,8,15.5,NA,NA
"1382","GRD",2001,NA,NA,36,12.8,8,15.2,NA,NA
"1383","GRD",2002,NA,NA,34,12.6,8,15,NA,NA
"1384","GRD",2003,NA,NA,34,12.5,8,14.8,NA,NA
"1385","GRD",2004,NA,NA,38,12.5,8,14.7,NA,NA
"1386","GRD",2005,NA,NA,33,12.4,8,14.6,NA,NA
"1387","GRD",2006,NA,NA,31,12.5,8,14.6,NA,NA
"1388","GRD",2007,NA,NA,31,12.5,8.1,14.6,NA,NA
"1389","GRD",2008,NA,NA,30,12.7,8.3,14.7,NA,NA
"1390","GRD",2009,NA,NA,30,12.8,8.6,14.9,NA,NA
"1391","GRD",2010,NA,NA,29,13,8.9,15.1,0,1
"1392","GRD",2011,NA,NA,28,13.3,9.3,15.3,NA,NA
"1393","GRD",2012,NA,NA,28,13.5,9.7,15.5,NA,NA
"1394","GRD",2013,NA,NA,27,13.8,10.1,15.8,NA,NA
"1395","GRD",2014,NA,NA,26,14,10.5,16,NA,NA
"1396","GRD",2015,NA,NA,25,14.3,10.7,16.2,NA,NA
"1397","GRD",2016,NA,NA,25,14.5,10.9,16.4,NA,NA
"1398","GRD",2017,NA,NA,25,14.6,11.1,16.6,NA,NA
"1399","GRD",2018,NA,NA,NA,14.7,11.1,16.6,NA,NA
"1400","GRD",2019,NA,NA,NA,14.7,11.1,16.5,NA,NA
"1401","GTM",2000,NA,NA,161,41,21.3,52.1,NA,NA
"1402","GTM",2001,NA,NA,147,39.5,20.7,50.1,1,1
"1403","GTM",2002,1,1,145,38.1,20.2,48.1,NA,NA
"1404","GTM",2003,1,1,137,36.8,19.7,46.2,NA,NA
"1405","GTM",2004,NA,NA,137,35.6,19.1,44.4,NA,NA
"1406","GTM",2005,1,1,142,34.3,18.6,42.7,NA,NA
"1407","GTM",2006,1,1,137,33.1,18.2,41,NA,NA
"1408","GTM",2007,NA,NA,132,32,17.7,39.4,NA,NA
"1409","GTM",2008,1,1,125,30.8,17.3,37.8,NA,NA
"1410","GTM",2009,1,1,131,29.7,16.8,36.3,0,1
"1411","GTM",2010,1,1,129,28.6,16.2,34.8,NA,NA
"1412","GTM",2011,NA,NA,122,27.6,15.6,33.4,1,0
"1413","GTM",2012,1,1,118,26.5,15,32,1,1
"1414","GTM",2013,NA,NA,113,25.6,14.4,30.7,1,0
"1415","GTM",2014,NA,NA,107,24.6,13.9,29.5,1,1
"1416","GTM",2015,NA,NA,103,23.7,13.4,28.3,NA,NA
"1417","GTM",2016,1,1,98,22.9,12.9,27.3,NA,NA
"1418","GTM",2017,NA,NA,95,22.2,12.4,26.4,1,0
"1419","GTM",2018,NA,NA,NA,21.4,12,25.4,0,1
"1420","GTM",2019,NA,NA,NA,20.7,11.5,24.5,NA,NA
"1421","GUY",2000,NA,NA,231,37,27,46.4,NA,NA
"1422","GUY",2001,NA,NA,216,36.2,26.4,45.2,NA,NA
"1423","GUY",2002,NA,NA,227,35.4,26,44.2,NA,NA
"1424","GUY",2003,NA,NA,226,34.7,25.5,43.2,NA,NA
"1425","GUY",2004,NA,NA,220,34,25.2,42.2,NA,NA
"1426","GUY",2005,NA,NA,223,33.4,24.8,41.4,NA,NA
"1427","GUY",2006,NA,NA,221,32.8,24.3,40.5,NA,NA
"1428","GUY",2007,NA,NA,208,32.2,23.9,39.7,NA,NA
"1429","GUY",2008,NA,NA,192,31.7,23.6,39,NA,NA
"1430","GUY",2009,1,1,185,31.1,23.2,38.2,NA,NA
"1431","GUY",2010,NA,NA,179,30.6,22.8,37.4,0,1
"1432","GUY",2011,NA,NA,180,30,22.4,36.7,NA,NA
"1433","GUY",2012,NA,NA,185,29.4,21.9,35.9,NA,NA
"1434","GUY",2013,NA,NA,175,28.8,21.4,35,NA,NA
"1435","GUY",2014,NA,NA,174,28.1,20.8,34.1,NA,NA
"1436","GUY",2015,NA,NA,172,27.4,20.2,33.1,NA,NA
"1437","GUY",2016,NA,NA,170,26.6,19.6,32.1,NA,NA
"1438","GUY",2017,NA,NA,169,25.9,19.1,31.2,NA,NA
"1439","GUY",2018,NA,NA,NA,25.2,18.4,30.2,NA,NA
"1440","GUY",2019,NA,NA,NA,24.5,17.9,29.3,NA,NA
"1441","HND",2000,1,1,85,30.3,17.7,37,0,1
"1442","HND",2001,1,1,83,29,17.1,35.3,0,1
"1443","HND",2002,NA,NA,80,27.8,16.6,33.7,0,1
"1444","HND",2003,1,1,78,26.6,16.1,32.1,NA,NA
"1445","HND",2004,1,1,77,25.5,15.6,30.6,0,1
"1446","HND",2005,1,1,77,24.4,15.2,29.2,NA,NA
"1447","HND",2006,NA,NA,77,23.4,14.7,27.9,NA,NA
"1448","HND",2007,NA,NA,77,22.4,14.2,26.7,1,0
"1449","HND",2008,NA,NA,76,21.5,13.7,25.5,NA,NA
"1450","HND",2009,1,1,75,20.6,13.2,24.4,1,1
"1451","HND",2010,NA,NA,74,19.8,12.7,23.3,NA,NA
"1452","HND",2011,1,1,72,19.1,12.2,22.4,NA,NA
"1453","HND",2012,1,1,70,18.4,11.7,21.5,0,1
"1454","HND",2013,1,1,69,17.7,11.3,20.7,NA,NA
"1455","HND",2014,NA,NA,68,17.1,10.9,20,0,1
"1456","HND",2015,1,1,67,16.5,10.5,19.2,NA,NA
"1457","HND",2016,NA,NA,65,16,10.1,18.6,NA,NA
"1458","HND",2017,1,1,65,15.4,9.8,18,NA,NA
"1459","HND",2018,NA,NA,NA,14.9,9.4,17.4,0,1
"1460","HND",2019,NA,NA,NA,14.4,9.1,16.8,NA,NA
"1461","HRV",2000,NA,NA,11,7.2,5.5,8.3,NA,NA
"1462","HRV",2001,NA,NA,10,6.9,5.3,8,NA,NA
"1463","HRV",2002,NA,NA,10,6.6,5,7.7,NA,NA
"1464","HRV",2003,NA,NA,10,6.3,4.7,7.3,0,1
"1465","HRV",2004,NA,NA,10,6.1,4.4,7,NA,NA
"1466","HRV",2005,NA,NA,10,5.8,4.2,6.7,NA,NA
"1467","HRV",2006,NA,NA,9,5.5,4,6.4,NA,NA
"1468","HRV",2007,NA,NA,9,5.3,3.9,6.2,NA,NA
"1469","HRV",2008,NA,NA,9,5.1,3.8,5.9,NA,NA
"1470","HRV",2009,NA,NA,9,4.9,3.7,5.7,NA,NA
"1471","HRV",2010,NA,NA,9,4.7,3.6,5.5,NA,NA
"1472","HRV",2011,NA,NA,9,4.5,3.4,5.3,NA,NA
"1473","HRV",2012,NA,NA,8,4.4,3.3,5.2,NA,NA
"1474","HRV",2013,NA,NA,9,4.3,3.2,5.1,NA,NA
"1475","HRV",2014,NA,NA,8,4.3,3.1,5,NA,NA
"1476","HRV",2015,NA,NA,8,4.2,3.1,4.9,NA,NA
"1477","HRV",2016,NA,NA,7,4.1,3,4.8,NA,NA
"1478","HRV",2017,NA,NA,8,4.1,3,4.8,NA,NA
"1479","HRV",2018,NA,NA,NA,4,3,4.7,NA,NA
"1480","HRV",2019,NA,NA,NA,3.9,3,4.6,NA,NA
"1481","HTI",2000,1,1,437,74.5,29.8,103.9,NA,NA
"1482","HTI",2001,NA,NA,437,72.3,29.5,100.5,NA,NA
"1483","HTI",2002,NA,NA,441,70.3,29.3,97.3,NA,NA
"1484","HTI",2003,NA,NA,446,68.4,29.3,94.4,0,1
"1485","HTI",2004,NA,NA,513,66.7,29.4,91.8,NA,NA
"1486","HTI",2005,1,1,459,65.3,29.4,89.4,NA,NA
"1487","HTI",2006,1,1,467,63.8,29.3,87.2,NA,NA
"1488","HTI",2007,NA,NA,473,62.5,29.2,85.2,NA,NA
"1489","HTI",2008,NA,NA,484,61.3,29,83.2,NA,NA
"1490","HTI",2009,NA,NA,484,60,28.7,81.2,NA,NA
"1491","HTI",2010,NA,NA,506,102.6,30.6,203.6,1,0
"1492","HTI",2011,NA,NA,496,57.6,28.3,77.4,NA,NA
"1493","HTI",2012,NA,NA,500,56.4,28.1,75.6,NA,NA
"1494","HTI",2013,NA,NA,496,55.3,27.8,73.7,NA,NA
"1495","HTI",2014,NA,NA,492,54.1,27.5,71.9,0,1
"1496","HTI",2015,NA,NA,488,52.8,27.1,69.9,NA,NA
"1497","HTI",2016,NA,NA,489,51.5,26.6,67.9,0,1
"1498","HTI",2017,NA,NA,480,50.3,26.2,66,NA,NA
"1499","HTI",2018,1,1,NA,49,25.7,64.1,1,0
"1500","HTI",2019,1,1,NA,47.8,25.2,62.2,NA,NA
"1501","HUN",2000,NA,NA,16,8.7,5.8,10.1,NA,NA
"1502","HUN",2001,NA,NA,15,8.2,5.5,9.6,NA,NA
"1503","HUN",2002,NA,NA,16,7.6,5.1,9,NA,NA
"1504","HUN",2003,NA,NA,15,7.1,4.8,8.4,0,1
"1505","HUN",2004,NA,NA,15,6.7,4.4,7.9,NA,NA
"1506","HUN",2005,NA,NA,15,6.4,4.1,7.5,NA,NA
"1507","HUN",2006,NA,NA,14,6.1,3.9,7.2,NA,NA
"1508","HUN",2007,NA,NA,15,5.8,3.8,6.8,NA,NA
"1509","HUN",2008,NA,NA,14,5.5,3.6,6.5,NA,NA
"1510","HUN",2009,NA,NA,13,5.2,3.5,6.2,NA,NA
"1511","HUN",2010,NA,NA,13,5.1,3.4,6,NA,NA
"1512","HUN",2011,NA,NA,13,4.9,3.3,5.9,NA,NA
"1513","HUN",2012,NA,NA,12,4.8,3.2,5.7,NA,NA
"1514","HUN",2013,NA,NA,12,4.7,3,5.6,1,0
"1515","HUN",2014,NA,NA,12,4.5,2.9,5.4,NA,NA
"1516","HUN",2015,NA,NA,12,4.2,2.7,5.1,NA,NA
"1517","HUN",2016,NA,NA,12,4,2.5,4.7,NA,NA
"1518","HUN",2017,NA,NA,12,3.7,2.4,4.4,NA,NA
"1519","HUN",2018,NA,NA,NA,3.5,2.3,4.2,NA,NA
"1520","HUN",2019,NA,NA,NA,3.4,2.2,4.1,NA,NA
"1521","IDN",2000,1,1,272,41,22.8,52.2,1,0
"1522","IDN",2001,1,1,269,39.4,22.1,49.8,1,0
"1523","IDN",2002,1,1,265,37.8,21.4,47.6,1,0
"1524","IDN",2003,1,1,261,36.4,20.9,45.5,1,1
"1525","IDN",2004,1,1,264,37.1,20.5,49.6,1,0
"1526","IDN",2005,1,1,252,33.6,19.9,41.7,1,0
"1527","IDN",2006,1,1,249,32.4,19.5,39.9,1,0
"1528","IDN",2007,1,1,243,31.2,19.1,38.3,1,0
"1529","IDN",2008,1,1,239,30,18.7,36.7,1,0
"1530","IDN",2009,1,1,234,29,18.1,35.2,1,0
"1531","IDN",2010,NA,NA,228,27.9,17.5,33.8,1,0
"1532","IDN",2011,NA,NA,221,26.9,16.8,32.5,1,0
"1533","IDN",2012,1,1,214,25.9,16.1,31.2,1,0
"1534","IDN",2013,1,1,207,25,15.4,30,1,0
"1535","IDN",2014,1,1,199,24.1,14.8,28.8,NA,NA
"1536","IDN",2015,1,1,192,23.2,14.2,27.7,1,1
"1537","IDN",2016,1,1,184,22.4,13.6,26.6,1,0
"1538","IDN",2017,NA,NA,177,21.6,13.1,25.6,1,0
"1539","IDN",2018,1,1,NA,20.8,12.6,24.6,1,0
"1540","IDN",2019,1,1,NA,20.2,12.2,23.8,1,0
"1541","IND",2000,1,1,370,66.7,44.7,91.7,0,1
"1542","IND",2001,1,1,354,64.4,43.3,88.1,1,0
"1543","IND",2002,1,1,336,62.1,41.9,84.5,1,1
"1544","IND",2003,1,1,319,60,40.5,81.1,NA,NA
"1545","IND",2004,1,1,303,57.8,39.1,77.8,1,0
"1546","IND",2005,1,1,286,55.7,37.9,74.4,1,0
"1547","IND",2006,1,1,270,53.6,36.6,71.1,NA,NA
"1548","IND",2007,1,1,255,51.5,35.4,67.9,NA,NA
"1549","IND",2008,1,1,240,49.4,34.3,64.6,NA,NA
"1550","IND",2009,1,1,225,47.2,33.1,61.4,0,1
"1551","IND",2010,1,1,210,45.1,31.8,58.2,NA,NA
"1552","IND",2011,1,1,197,43,30.6,55,1,0
"1553","IND",2012,1,1,185,40.9,29.4,52,NA,NA
"1554","IND",2013,1,1,175,38.8,28.2,49,1,0
"1555","IND",2014,1,1,166,36.9,27,46.2,NA,NA
"1556","IND",2015,1,1,158,34.9,25.9,43.5,1,1
"1557","IND",2016,1,1,150,33.1,24.8,41,1,0
"1558","IND",2017,1,1,145,31.4,23.7,38.6,NA,NA
"1559","IND",2018,1,1,NA,29.8,22.7,36.3,0,1
"1560","IND",2019,1,1,NA,28.3,21.4,34.4,NA,NA
"1561","IRL",2000,NA,NA,7,6,4,7.1,NA,NA
"1562","IRL",2001,NA,NA,7,5.8,3.9,6.9,NA,NA
"1563","IRL",2002,NA,NA,6,5.5,3.7,6.5,NA,NA
"1564","IRL",2003,NA,NA,6,5.1,3.5,6,NA,NA
"1565","IRL",2004,NA,NA,6,4.7,3.3,5.6,NA,NA
"1566","IRL",2005,NA,NA,7,4.4,3,5.2,NA,NA
"1567","IRL",2006,NA,NA,6,4.1,2.8,4.9,NA,NA
"1568","IRL",2007,NA,NA,6,3.9,2.6,4.6,NA,NA
"1569","IRL",2008,NA,NA,7,3.8,2.5,4.4,NA,NA
"1570","IRL",2009,NA,NA,7,3.6,2.5,4.3,NA,NA
"1571","IRL",2010,NA,NA,6,3.5,2.5,4.2,NA,NA
"1572","IRL",2011,NA,NA,7,3.5,2.5,4.1,NA,NA
"1573","IRL",2012,NA,NA,6,3.4,2.5,4,NA,NA
"1574","IRL",2013,NA,NA,6,3.3,2.5,3.9,NA,NA
"1575","IRL",2014,NA,NA,6,3.3,2.5,3.8,NA,NA
"1576","IRL",2015,NA,NA,6,3.2,2.4,3.7,NA,NA
"1577","IRL",2016,NA,NA,6,3.1,2.3,3.6,NA,NA
"1578","IRL",2017,NA,NA,5,3,2.2,3.4,NA,NA
"1579","IRL",2018,NA,NA,NA,2.8,2.2,3.3,NA,NA
"1580","IRL",2019,NA,NA,NA,2.7,2.1,3.2,NA,NA
"1581","IRN",2000,1,1,48,29.7,19.5,36.2,1,0
"1582","IRN",2001,1,1,44,28.2,18.8,34.2,1,0
"1583","IRN",2002,1,1,41,26.7,18.1,32.2,1,0
"1584","IRN",2003,NA,NA,39,25.1,17.4,30.2,1,0
"1585","IRN",2004,1,1,36,23.6,16.7,28.2,1,0
"1586","IRN",2005,NA,NA,34,22.2,16,26.4,1,0
"1587","IRN",2006,1,1,32,20.9,15.4,24.7,1,0
"1588","IRN",2007,1,1,30,19.7,14.7,23.1,NA,NA
"1589","IRN",2008,1,1,28,18.5,14,21.7,1,0
"1590","IRN",2009,1,1,25,17.4,13.3,20.4,1,0
"1591","IRN",2010,1,1,22,16.5,12.6,19.3,1,0
"1592","IRN",2011,1,1,19,15.7,11.9,18.3,NA,NA
"1593","IRN",2012,1,1,18,15,11.3,17.5,1,0
"1594","IRN",2013,1,1,17,14.4,10.8,16.8,1,0
"1595","IRN",2014,1,1,17,13.8,10.4,16.1,1,0
"1596","IRN",2015,1,1,17,13.3,10,15.5,NA,NA
"1597","IRN",2016,1,1,16,12.8,9.6,14.9,NA,NA
"1598","IRN",2017,1,1,16,12.4,9.2,14.4,1,0
"1599","IRN",2018,1,1,NA,11.9,8.9,13.9,1,0
"1600","IRN",2019,1,1,NA,11.5,8.6,13.4,1,0
"1601","IRQ",2000,1,1,79,35.6,23.9,44.5,NA,NA
"1602","IRQ",2001,1,1,76,34.9,23.6,43.5,NA,NA
"1603","IRQ",2002,1,1,74,34.3,23.3,42.6,NA,NA
"1604","IRQ",2003,1,1,136,33.7,23,41.8,NA,NA
"1605","IRQ",2004,1,1,122,33.1,22.6,40.9,NA,NA
"1606","IRQ",2005,1,1,127,32.4,22.2,40,NA,NA
"1607","IRQ",2006,1,1,158,31.8,21.8,39.1,NA,NA
"1608","IRQ",2007,1,1,138,31.1,21.4,38.1,NA,NA
"1609","IRQ",2008,1,1,90,30.3,21,37.1,NA,NA
"1610","IRQ",2009,1,1,75,29.5,20.5,36,NA,NA
"1611","IRQ",2010,1,1,70,28.7,19.9,34.9,NA,NA
"1612","IRQ",2011,1,1,67,27.9,19.3,33.8,NA,NA
"1613","IRQ",2012,1,1,66,27.1,18.7,32.8,NA,NA
"1614","IRQ",2013,1,1,75,26.3,18.1,31.7,NA,NA
"1615","IRQ",2014,1,1,92,25.5,17.5,30.7,NA,NA
"1616","IRQ",2015,1,1,83,24.8,17,29.7,NA,NA
"1617","IRQ",2016,1,1,78,24.1,16.4,28.8,NA,NA
"1618","IRQ",2017,1,1,79,23.4,15.9,27.9,1,0
"1619","IRQ",2018,1,1,NA,22.7,15.4,27,NA,NA
"1620","IRQ",2019,1,1,NA,22,14.9,26.1,NA,NA
"1621","ISL",2000,NA,NA,6,3.2,2.1,4.1,1,0
"1622","ISL",2001,NA,NA,6,3.1,2,3.9,NA,NA
"1623","ISL",2002,NA,NA,6,2.9,1.9,3.7,NA,NA
"1624","ISL",2003,NA,NA,6,2.8,1.8,3.5,NA,NA
"1625","ISL",2004,NA,NA,6,2.7,1.7,3.4,NA,NA
"1626","ISL",2005,NA,NA,5,2.6,1.6,3.2,NA,NA
"1627","ISL",2006,NA,NA,5,2.5,1.6,3.1,NA,NA
"1628","ISL",2007,NA,NA,5,2.4,1.5,3,NA,NA
"1629","ISL",2008,NA,NA,5,2.3,1.4,2.9,NA,NA
"1630","ISL",2009,NA,NA,5,2.2,1.4,2.8,NA,NA
"1631","ISL",2010,NA,NA,5,2.2,1.3,2.7,NA,NA
"1632","ISL",2011,NA,NA,5,2.1,1.3,2.6,NA,NA
"1633","ISL",2012,NA,NA,4,2,1.3,2.5,NA,NA
"1634","ISL",2013,NA,NA,4,1.9,1.2,2.4,NA,NA
"1635","ISL",2014,NA,NA,5,1.9,1.2,2.4,NA,NA
"1636","ISL",2015,NA,NA,4,1.8,1.2,2.3,NA,NA
"1637","ISL",2016,NA,NA,4,1.8,1.1,2.2,NA,NA
"1638","ISL",2017,NA,NA,4,1.7,1.1,2.1,NA,NA
"1639","ISL",2018,NA,NA,NA,1.6,1.1,2.1,NA,NA
"1640","ISL",2019,NA,NA,NA,1.6,1,2,NA,NA
"1641","ITA",2000,NA,NA,4,4.7,3.5,5.6,NA,NA
"1642","ITA",2001,NA,NA,3,4.5,3.2,5.3,NA,NA
"1643","ITA",2002,NA,NA,3,4.3,3.1,5,1,1
"1644","ITA",2003,NA,NA,3,4.1,2.9,4.8,1,0
"1645","ITA",2004,NA,NA,3,3.9,2.8,4.6,NA,NA
"1646","ITA",2005,NA,NA,3,3.8,2.7,4.5,NA,NA
"1647","ITA",2006,NA,NA,2,3.7,2.6,4.3,NA,NA
"1648","ITA",2007,NA,NA,2,3.6,2.5,4.2,NA,NA
"1649","ITA",2008,NA,NA,2,3.5,2.5,4.1,NA,NA
"1650","ITA",2009,NA,NA,2,3.4,2.5,4.1,1,0
"1651","ITA",2010,NA,NA,2,3.4,2.4,4,NA,NA
"1652","ITA",2011,NA,NA,2,3.3,2.4,3.9,NA,NA
"1653","ITA",2012,NA,NA,2,3.2,2.3,3.8,1,1
"1654","ITA",2013,NA,NA,2,3.1,2.2,3.7,NA,NA
"1655","ITA",2014,NA,NA,2,3,2.2,3.6,NA,NA
"1656","ITA",2015,NA,NA,2,3,2.1,3.5,NA,NA
"1657","ITA",2016,NA,NA,2,2.9,2.1,3.4,1,0
"1658","ITA",2017,NA,NA,2,2.8,2,3.3,1,1
"1659","ITA",2018,NA,NA,NA,2.7,1.9,3.2,NA,NA
"1660","ITA",2019,NA,NA,NA,2.6,1.8,3,NA,NA
"1661","JAM",2000,NA,NA,77,18.9,17,22.2,0,1
"1662","JAM",2001,NA,NA,79,18.4,16.5,21.6,NA,NA
"1663","JAM",2002,1,1,78,18,16.1,21.1,NA,NA
"1664","JAM",2003,1,1,79,17.6,15.6,20.7,NA,NA
"1665","JAM",2004,1,1,80,17.3,15.1,20.3,NA,NA
"1666","JAM",2005,NA,NA,80,17,14.7,19.9,NA,NA
"1667","JAM",2006,NA,NA,79,16.7,14.2,19.6,NA,NA
"1668","JAM",2007,NA,NA,79,16.5,13.9,19.2,NA,NA
"1669","JAM",2008,NA,NA,79,16.2,13.6,18.9,NA,NA
"1670","JAM",2009,NA,NA,79,15.8,13.2,18.5,NA,NA
"1671","JAM",2010,NA,NA,79,15.4,12.9,18,NA,NA
